order_id;date;day;day_time;month;year;time;hour
1758;30/01/2022;Mgg;30;Jan;2022;17.38.25;17
1759;30/01/2022;Mgg;30;Jan;2022;17.49.25;17
1760;30/01/2022;Mgg;30;Jan;2022;18.00.46;18
1761;30/01/2022;Mgg;30;Jan;2022;18.02.30;18
1762;30/01/2022;Mgg;30;Jan;2022;18.14.18;18
1763;30/01/2022;Mgg;30;Jan;2022;18.24.28;18
1764;30/01/2022;Mgg;30;Jan;2022;18.24.57;18
1765;30/01/2022;Mgg;30;Jan;2022;18.32.30;18
1766;30/01/2022;Mgg;30;Jan;2022;18.50.13;18
1767;30/01/2022;Mgg;30;Jan;2022;19.03.49;19
1768;30/01/2022;Mgg;30;Jan;2022;19.28.42;19
1769;30/01/2022;Mgg;30;Jan;2022;19.28.51;19
1770;30/01/2022;Mgg;30;Jan;2022;19.31.17;19
1771;30/01/2022;Mgg;30;Jan;2022;19.46.17;19
1772;30/01/2022;Mgg;30;Jan;2022;19.57.11;19
1773;30/01/2022;Mgg;30;Jan;2022;20.06.40;20
1774;30/01/2022;Mgg;30;Jan;2022;20.07.05;20
1775;30/01/2022;Mgg;30;Jan;2022;20.07.17;20
1776;30/01/2022;Mgg;30;Jan;2022;20.09.16;20
1777;30/01/2022;Mgg;30;Jan;2022;20.11.18;20
1778;30/01/2022;Mgg;30;Jan;2022;20.26.02;20
1779;30/01/2022;Mgg;30;Jan;2022;20.27.12;20
1780;30/01/2022;Mgg;30;Jan;2022;20.54.47;20
1781;30/01/2022;Mgg;30;Jan;2022;21.05.03;21
1782;30/01/2022;Mgg;30;Jan;2022;21.05.29;21
1783;30/01/2022;Mgg;30;Jan;2022;21.05.39;21
1784;30/01/2022;Mgg;30;Jan;2022;21.06.05;21
1785;30/01/2022;Mgg;30;Jan;2022;21.08.02;21
1786;30/01/2022;Mgg;30;Jan;2022;21.20.25;21
1787;30/01/2022;Mgg;30;Jan;2022;21.25.54;21
1788;30/01/2022;Mgg;30;Jan;2022;21.35.08;21
1789;30/01/2022;Mgg;30;Jan;2022;21.49.27;21
1790;30/01/2022;Mgg;30;Jan;2022;22.07.03;22
1791;30/01/2022;Mgg;30;Jan;2022;22.46.02;22
1792;31/01/2022;Sen;31;Jan;2022;11.31.03;11
1793;31/01/2022;Sen;31;Jan;2022;11.44.04;11
1794;31/01/2022;Sen;31;Jan;2022;11.56.54;11
1795;31/01/2022;Sen;31;Jan;2022;13.21.53;13
1796;31/01/2022;Sen;31;Jan;2022;13.31.47;13
1797;31/01/2022;Sen;31;Jan;2022;13.40.00;13
1798;31/01/2022;Sen;31;Jan;2022;14.03.30;14
1799;31/01/2022;Sen;31;Jan;2022;14.07.32;14
1800;31/01/2022;Sen;31;Jan;2022;14.17.39;14
1801;31/01/2022;Sen;31;Jan;2022;14.37.52;14
1802;31/01/2022;Sen;31;Jan;2022;14.55.20;14
1803;31/01/2022;Sen;31;Jan;2022;15.12.38;15
1804;31/01/2022;Sen;31;Jan;2022;15.44.13;15
1805;31/01/2022;Sen;31;Jan;2022;16.01.42;16
1806;31/01/2022;Sen;31;Jan;2022;16.02.17;16
1807;31/01/2022;Sen;31;Jan;2022;16.07.02;16
1808;31/01/2022;Sen;31;Jan;2022;16.07.49;16
1809;31/01/2022;Sen;31;Jan;2022;16.13.08;16
1810;31/01/2022;Sen;31;Jan;2022;16.16.19;16
1811;31/01/2022;Sen;31;Jan;2022;16.23.44;16
1812;31/01/2022;Sen;31;Jan;2022;17.13.55;17
1813;31/01/2022;Sen;31;Jan;2022;17.21.03;17
1814;31/01/2022;Sen;31;Jan;2022;17.24.47;17
1815;31/01/2022;Sen;31;Jan;2022;17.33.56;17
1816;31/01/2022;Sen;31;Jan;2022;17.59.29;17
1817;31/01/2022;Sen;31;Jan;2022;18.05.04;18
1818;31/01/2022;Sen;31;Jan;2022;18.05.33;18
1819;31/01/2022;Sen;31;Jan;2022;18.06.26;18
1820;31/01/2022;Sen;31;Jan;2022;18.13.57;18
1821;31/01/2022;Sen;31;Jan;2022;18.14.53;18
1822;31/01/2022;Sen;31;Jan;2022;18.17.53;18
1823;31/01/2022;Sen;31;Jan;2022;18.19.33;18
1824;31/01/2022;Sen;31;Jan;2022;18.20.38;18
1825;31/01/2022;Sen;31;Jan;2022;18.22.51;18
1826;31/01/2022;Sen;31;Jan;2022;18.33.05;18
1827;31/01/2022;Sen;31;Jan;2022;18.56.22;18
1828;31/01/2022;Sen;31;Jan;2022;19.12.25;19
1829;31/01/2022;Sen;31;Jan;2022;19.15.50;19
1830;31/01/2022;Sen;31;Jan;2022;19.23.54;19
1831;31/01/2022;Sen;31;Jan;2022;20.02.14;20
1832;31/01/2022;Sen;31;Jan;2022;20.08.22;20
1833;31/01/2022;Sen;31;Jan;2022;20.11.10;20
1834;31/01/2022;Sen;31;Jan;2022;20.26.06;20
1835;31/01/2022;Sen;31;Jan;2022;20.28.11;20
1836;31/01/2022;Sen;31;Jan;2022;20.46.18;20
1837;31/01/2022;Sen;31;Jan;2022;20.56.35;20
1838;31/01/2022;Sen;31;Jan;2022;20.56.38;20
1839;31/01/2022;Sen;31;Jan;2022;20.58.38;20
1840;31/01/2022;Sen;31;Jan;2022;21.01.00;21
1841;31/01/2022;Sen;31;Jan;2022;21.01.18;21
1842;31/01/2022;Sen;31;Jan;2022;21.07.17;21
1843;31/01/2022;Sen;31;Jan;2022;21.28.07;21
1844;31/01/2022;Sen;31;Jan;2022;22.09.40;22
1845;31/01/2022;Sen;31;Jan;2022;22.43.07;22
1846;01/02/2022;Sel;01;Feb;2022;11.32.07;11
1847;01/02/2022;Sel;01;Feb;2022;11.36.27;11
1848;01/02/2022;Sel;01;Feb;2022;11.40.46;11
1849;01/02/2022;Sel;01;Feb;2022;11.40.47;11
1850;01/02/2022;Sel;01;Feb;2022;11.44.12;11
1851;01/02/2022;Sel;01;Feb;2022;11.49.01;11
1852;01/02/2022;Sel;01;Feb;2022;11.54.36;11
1853;01/02/2022;Sel;01;Feb;2022;12.12.59;12
1854;01/02/2022;Sel;01;Feb;2022;12.27.17;12
1855;01/02/2022;Sel;01;Feb;2022;12.28.09;12
1856;01/02/2022;Sel;01;Feb;2022;12.32.48;12
1857;01/02/2022;Sel;01;Feb;2022;12.34.00;12
1858;01/02/2022;Sel;01;Feb;2022;12.43.50;12
1859;01/02/2022;Sel;01;Feb;2022;13.18.55;13
1860;01/02/2022;Sel;01;Feb;2022;13.19.52;13
1861;01/02/2022;Sel;01;Feb;2022;13.21.23;13
1862;01/02/2022;Sel;01;Feb;2022;13.27.02;13
1863;01/02/2022;Sel;01;Feb;2022;13.39.45;13
1864;01/02/2022;Sel;01;Feb;2022;13.46.26;13
1865;01/02/2022;Sel;01;Feb;2022;14.09.37;14
1866;01/02/2022;Sel;01;Feb;2022;14.18.56;14
1867;01/02/2022;Sel;01;Feb;2022;14.35.50;14
1868;01/02/2022;Sel;01;Feb;2022;14.35.56;14
1869;01/02/2022;Sel;01;Feb;2022;14.37.38;14
1870;01/02/2022;Sel;01;Feb;2022;14.45.45;14
1871;01/02/2022;Sel;01;Feb;2022;15.01.40;15
1872;01/02/2022;Sel;01;Feb;2022;15.07.28;15
1873;01/02/2022;Sel;01;Feb;2022;15.09.20;15
1874;01/02/2022;Sel;01;Feb;2022;15.19.35;15
1875;01/02/2022;Sel;01;Feb;2022;15.52.26;15
1876;01/02/2022;Sel;01;Feb;2022;15.56.21;15
1877;01/02/2022;Sel;01;Feb;2022;16.03.52;16
1878;01/02/2022;Sel;01;Feb;2022;16.07.22;16
1879;01/02/2022;Sel;01;Feb;2022;16.14.27;16
1880;01/02/2022;Sel;01;Feb;2022;16.15.40;16
1881;01/02/2022;Sel;01;Feb;2022;16.16.16;16
1882;01/02/2022;Sel;01;Feb;2022;16.18.31;16
1883;01/02/2022;Sel;01;Feb;2022;16.25.39;16
1884;01/02/2022;Sel;01;Feb;2022;16.34.15;16
1885;01/02/2022;Sel;01;Feb;2022;16.34.57;16
1886;01/02/2022;Sel;01;Feb;2022;16.43.54;16
1887;01/02/2022;Sel;01;Feb;2022;16.48.06;16
1888;01/02/2022;Sel;01;Feb;2022;17.01.44;17
1889;01/02/2022;Sel;01;Feb;2022;17.03.26;17
1890;01/02/2022;Sel;01;Feb;2022;17.09.36;17
1891;01/02/2022;Sel;01;Feb;2022;17.11.07;17
1892;01/02/2022;Sel;01;Feb;2022;17.11.28;17
1893;01/02/2022;Sel;01;Feb;2022;17.11.36;17
1894;01/02/2022;Sel;01;Feb;2022;17.13.57;17
1895;01/02/2022;Sel;01;Feb;2022;17.24.50;17
1896;01/02/2022;Sel;01;Feb;2022;17.28.49;17
1897;01/02/2022;Sel;01;Feb;2022;17.32.37;17
1898;01/02/2022;Sel;01;Feb;2022;17.34.26;17
1899;01/02/2022;Sel;01;Feb;2022;17.35.39;17
1900;01/02/2022;Sel;01;Feb;2022;17.42.49;17
1901;01/02/2022;Sel;01;Feb;2022;17.47.51;17
1902;01/02/2022;Sel;01;Feb;2022;17.50.51;17
1903;01/02/2022;Sel;01;Feb;2022;18.06.22;18
1904;01/02/2022;Sel;01;Feb;2022;18.13.17;18
1905;01/02/2022;Sel;01;Feb;2022;18.14.34;18
1906;01/02/2022;Sel;01;Feb;2022;18.17.07;18
1907;01/02/2022;Sel;01;Feb;2022;18.25.35;18
1908;01/02/2022;Sel;01;Feb;2022;18.28.56;18
1909;01/02/2022;Sel;01;Feb;2022;18.45.56;18
1910;01/02/2022;Sel;01;Feb;2022;18.57.06;18
1911;01/02/2022;Sel;01;Feb;2022;19.01.15;19
1912;01/02/2022;Sel;01;Feb;2022;19.01.32;19
1913;01/02/2022;Sel;01;Feb;2022;19.04.46;19
1914;01/02/2022;Sel;01;Feb;2022;19.24.03;19
1915;01/02/2022;Sel;01;Feb;2022;19.24.26;19
1916;01/02/2022;Sel;01;Feb;2022;19.27.59;19
1917;01/02/2022;Sel;01;Feb;2022;19.48.51;19
1918;01/02/2022;Sel;01;Feb;2022;19.50.54;19
1919;01/02/2022;Sel;01;Feb;2022;20.03.59;20
1920;01/02/2022;Sel;01;Feb;2022;20.04.38;20
1921;01/02/2022;Sel;01;Feb;2022;20.07.50;20
1922;01/02/2022;Sel;01;Feb;2022;20.09.20;20
1923;01/02/2022;Sel;01;Feb;2022;20.34.14;20
1924;01/02/2022;Sel;01;Feb;2022;20.40.02;20
1925;01/02/2022;Sel;01;Feb;2022;20.43.56;20
1926;01/02/2022;Sel;01;Feb;2022;21.12.29;21
1927;01/02/2022;Sel;01;Feb;2022;21.31.03;21
1928;01/02/2022;Sel;01;Feb;2022;21.57.20;21
1929;01/02/2022;Sel;01;Feb;2022;22.08.01;22
1930;01/02/2022;Sel;01;Feb;2022;22.11.02;22
1931;01/02/2022;Sel;01;Feb;2022;22.15.43;22
1932;01/02/2022;Sel;01;Feb;2022;22.29.35;22
1933;02/02/2022;Rab;02;Feb;2022;11.17.08;11
1934;02/02/2022;Rab;02;Feb;2022;11.24.45;11
1935;02/02/2022;Rab;02;Feb;2022;11.24.47;11
1936;02/02/2022;Rab;02;Feb;2022;11.34.50;11
1937;02/02/2022;Rab;02;Feb;2022;11.43.47;11
1938;02/02/2022;Rab;02;Feb;2022;11.46.18;11
1939;02/02/2022;Rab;02;Feb;2022;12.29.44;12
1940;02/02/2022;Rab;02;Feb;2022;12.30.48;12
1941;02/02/2022;Rab;02;Feb;2022;12.33.21;12
1942;02/02/2022;Rab;02;Feb;2022;12.38.58;12
1943;02/02/2022;Rab;02;Feb;2022;12.40.35;12
1944;02/02/2022;Rab;02;Feb;2022;12.49.13;12
1945;02/02/2022;Rab;02;Feb;2022;12.50.14;12
1946;02/02/2022;Rab;02;Feb;2022;13.01.49;13
1947;02/02/2022;Rab;02;Feb;2022;13.12.14;13
1948;02/02/2022;Rab;02;Feb;2022;13.13.28;13
1949;02/02/2022;Rab;02;Feb;2022;13.14.06;13
1950;02/02/2022;Rab;02;Feb;2022;13.14.40;13
1951;02/02/2022;Rab;02;Feb;2022;13.39.08;13
1952;02/02/2022;Rab;02;Feb;2022;13.41.46;13
1953;02/02/2022;Rab;02;Feb;2022;13.42.31;13
1954;02/02/2022;Rab;02;Feb;2022;13.53.10;13
1955;02/02/2022;Rab;02;Feb;2022;14.28.24;14
1956;02/02/2022;Rab;02;Feb;2022;14.36.07;14
1957;02/02/2022;Rab;02;Feb;2022;14.50.01;14
1958;02/02/2022;Rab;02;Feb;2022;15.05.43;15
1959;02/02/2022;Rab;02;Feb;2022;15.09.10;15
1960;02/02/2022;Rab;02;Feb;2022;15.15.16;15
1961;02/02/2022;Rab;02;Feb;2022;15.29.57;15
1962;02/02/2022;Rab;02;Feb;2022;15.32.15;15
1963;02/02/2022;Rab;02;Feb;2022;15.59.08;15
1964;02/02/2022;Rab;02;Feb;2022;16.09.42;16
1965;02/02/2022;Rab;02;Feb;2022;16.10.04;16
1966;02/02/2022;Rab;02;Feb;2022;16.14.14;16
1967;02/02/2022;Rab;02;Feb;2022;16.41.43;16
1968;02/02/2022;Rab;02;Feb;2022;16.58.41;16
1969;02/02/2022;Rab;02;Feb;2022;17.10.43;17
1970;02/02/2022;Rab;02;Feb;2022;17.30.16;17
1971;02/02/2022;Rab;02;Feb;2022;17.31.16;17
1972;02/02/2022;Rab;02;Feb;2022;17.35.29;17
1973;02/02/2022;Rab;02;Feb;2022;17.48.51;17
1974;02/02/2022;Rab;02;Feb;2022;17.49.37;17
1975;02/02/2022;Rab;02;Feb;2022;18.07.34;18
1976;02/02/2022;Rab;02;Feb;2022;18.25.11;18
1977;02/02/2022;Rab;02;Feb;2022;18.27.37;18
1978;02/02/2022;Rab;02;Feb;2022;19.03.28;19
1979;02/02/2022;Rab;02;Feb;2022;19.05.23;19
1980;02/02/2022;Rab;02;Feb;2022;19.07.15;19
1981;02/02/2022;Rab;02;Feb;2022;19.10.40;19
1982;02/02/2022;Rab;02;Feb;2022;19.36.26;19
1983;02/02/2022;Rab;02;Feb;2022;19.39.08;19
1984;02/02/2022;Rab;02;Feb;2022;19.50.13;19
1985;02/02/2022;Rab;02;Feb;2022;20.00.05;20
1986;02/02/2022;Rab;02;Feb;2022;20.07.17;20
1987;02/02/2022;Rab;02;Feb;2022;20.09.54;20
1988;02/02/2022;Rab;02;Feb;2022;20.46.01;20
1989;02/02/2022;Rab;02;Feb;2022;21.15.17;21
1990;02/02/2022;Rab;02;Feb;2022;21.22.35;21
1991;02/02/2022;Rab;02;Feb;2022;21.47.12;21
1992;02/02/2022;Rab;02;Feb;2022;21.48.32;21
1993;02/02/2022;Rab;02;Feb;2022;22.07.29;22
1994;02/02/2022;Rab;02;Feb;2022;22.08.10;22
1995;02/02/2022;Rab;02;Feb;2022;22.19.33;22
1996;03/02/2022;Kam;03;Feb;2022;11.25.25;11
1997;03/02/2022;Kam;03;Feb;2022;11.35.10;11
1998;03/02/2022;Kam;03;Feb;2022;11.47.03;11
1999;03/02/2022;Kam;03;Feb;2022;12.07.51;12
2000;03/02/2022;Kam;03;Feb;2022;12.14.27;12
2001;03/02/2022;Kam;03;Feb;2022;12.20.45;12
2002;03/02/2022;Kam;03;Feb;2022;12.21.10;12
2003;03/02/2022;Kam;03;Feb;2022;12.21.25;12
2004;03/02/2022;Kam;03;Feb;2022;12.24.06;12
2005;03/02/2022;Kam;03;Feb;2022;12.32.02;12
2006;03/02/2022;Kam;03;Feb;2022;12.35.28;12
2007;03/02/2022;Kam;03;Feb;2022;12.37.21;12
2008;03/02/2022;Kam;03;Feb;2022;12.47.12;12
2009;03/02/2022;Kam;03;Feb;2022;12.55.07;12
2010;03/02/2022;Kam;03;Feb;2022;13.00.41;13
2011;03/02/2022;Kam;03;Feb;2022;13.01.28;13
2012;03/02/2022;Kam;03;Feb;2022;13.19.00;13
2013;03/02/2022;Kam;03;Feb;2022;13.20.46;13
2014;03/02/2022;Kam;03;Feb;2022;13.23.13;13
2015;03/02/2022;Kam;03;Feb;2022;13.23.49;13
2016;03/02/2022;Kam;03;Feb;2022;13.47.00;13
2017;03/02/2022;Kam;03;Feb;2022;13.51.56;13
2018;03/02/2022;Kam;03;Feb;2022;14.06.04;14
2019;03/02/2022;Kam;03;Feb;2022;14.14.03;14
2020;03/02/2022;Kam;03;Feb;2022;14.14.05;14
2021;03/02/2022;Kam;03;Feb;2022;14.25.13;14
2022;03/02/2022;Kam;03;Feb;2022;14.36.36;14
2023;03/02/2022;Kam;03;Feb;2022;15.05.28;15
2024;03/02/2022;Kam;03;Feb;2022;16.04.02;16
2025;03/02/2022;Kam;03;Feb;2022;16.11.01;16
2026;03/02/2022;Kam;03;Feb;2022;16.11.48;16
2027;03/02/2022;Kam;03;Feb;2022;16.20.30;16
2028;03/02/2022;Kam;03;Feb;2022;16.38.16;16
2029;03/02/2022;Kam;03;Feb;2022;16.47.49;16
2030;03/02/2022;Kam;03;Feb;2022;16.50.44;16
2031;03/02/2022;Kam;03;Feb;2022;16.51.05;16
2032;03/02/2022;Kam;03;Feb;2022;17.12.51;17
2033;03/02/2022;Kam;03;Feb;2022;17.13.15;17
2034;03/02/2022;Kam;03;Feb;2022;17.15.18;17
2035;03/02/2022;Kam;03;Feb;2022;17.16.16;17
2036;03/02/2022;Kam;03;Feb;2022;17.17.29;17
2037;03/02/2022;Kam;03;Feb;2022;17.30.57;17
2038;03/02/2022;Kam;03;Feb;2022;17.31.35;17
2039;03/02/2022;Kam;03;Feb;2022;17.36.07;17
2040;03/02/2022;Kam;03;Feb;2022;17.36.45;17
2041;03/02/2022;Kam;03;Feb;2022;17.40.35;17
2042;03/02/2022;Kam;03;Feb;2022;18.01.43;18
2043;03/02/2022;Kam;03;Feb;2022;18.23.13;18
2044;03/02/2022;Kam;03;Feb;2022;18.33.46;18
2045;03/02/2022;Kam;03;Feb;2022;18.46.11;18
2046;03/02/2022;Kam;03;Feb;2022;18.46.54;18
2047;03/02/2022;Kam;03;Feb;2022;18.47.08;18
2048;03/02/2022;Kam;03;Feb;2022;18.48.26;18
2049;03/02/2022;Kam;03;Feb;2022;19.00.24;19
2050;03/02/2022;Kam;03;Feb;2022;19.20.46;19
2051;03/02/2022;Kam;03;Feb;2022;19.51.00;19
2052;03/02/2022;Kam;03;Feb;2022;19.54.31;19
2053;03/02/2022;Kam;03;Feb;2022;20.42.43;20
2054;03/02/2022;Kam;03;Feb;2022;20.46.45;20
2055;03/02/2022;Kam;03;Feb;2022;20.59.30;20
2056;03/02/2022;Kam;03;Feb;2022;21.05.04;21
2057;03/02/2022;Kam;03;Feb;2022;21.11.26;21
2058;04/02/2022;Jum;04;Feb;2022;11.19.17;11
2059;04/02/2022;Jum;04;Feb;2022;11.41.34;11
2060;04/02/2022;Jum;04;Feb;2022;11.45.09;11
2061;04/02/2022;Jum;04;Feb;2022;11.49.00;11
2062;04/02/2022;Jum;04;Feb;2022;11.56.32;11
2063;04/02/2022;Jum;04;Feb;2022;12.25.02;12
2064;04/02/2022;Jum;04;Feb;2022;12.26.39;12
2065;04/02/2022;Jum;04;Feb;2022;12.27.21;12
2066;04/02/2022;Jum;04;Feb;2022;12.44.20;12
2067;04/02/2022;Jum;04;Feb;2022;12.47.00;12
2068;04/02/2022;Jum;04;Feb;2022;12.49.48;12
2069;04/02/2022;Jum;04;Feb;2022;12.58.32;12
2070;04/02/2022;Jum;04;Feb;2022;13.00.47;13
2071;04/02/2022;Jum;04;Feb;2022;13.06.29;13
2072;04/02/2022;Jum;04;Feb;2022;13.08.24;13
2073;04/02/2022;Jum;04;Feb;2022;13.35.51;13
2074;04/02/2022;Jum;04;Feb;2022;13.41.08;13
2075;04/02/2022;Jum;04;Feb;2022;14.03.04;14
2076;04/02/2022;Jum;04;Feb;2022;14.11.44;14
2077;04/02/2022;Jum;04;Feb;2022;14.31.27;14
2078;04/02/2022;Jum;04;Feb;2022;14.49.29;14
2079;04/02/2022;Jum;04;Feb;2022;14.57.11;14
2080;04/02/2022;Jum;04;Feb;2022;14.58.48;14
2081;04/02/2022;Jum;04;Feb;2022;15.14.39;15
2082;04/02/2022;Jum;04;Feb;2022;15.16.20;15
2083;04/02/2022;Jum;04;Feb;2022;15.40.20;15
2084;04/02/2022;Jum;04;Feb;2022;16.06.23;16
2085;04/02/2022;Jum;04;Feb;2022;16.16.36;16
2086;04/02/2022;Jum;04;Feb;2022;16.38.50;16
2087;04/02/2022;Jum;04;Feb;2022;16.39.18;16
2088;04/02/2022;Jum;04;Feb;2022;16.48.57;16
2089;04/02/2022;Jum;04;Feb;2022;17.05.16;17
2090;04/02/2022;Jum;04;Feb;2022;17.17.07;17
2091;04/02/2022;Jum;04;Feb;2022;17.17.43;17
2092;04/02/2022;Jum;04;Feb;2022;17.31.43;17
2093;04/02/2022;Jum;04;Feb;2022;17.33.29;17
2094;04/02/2022;Jum;04;Feb;2022;17.35.45;17
2095;04/02/2022;Jum;04;Feb;2022;17.49.55;17
2096;04/02/2022;Jum;04;Feb;2022;18.11.16;18
2097;04/02/2022;Jum;04;Feb;2022;18.13.32;18
2098;04/02/2022;Jum;04;Feb;2022;18.16.27;18
2099;04/02/2022;Jum;04;Feb;2022;18.44.17;18
2100;04/02/2022;Jum;04;Feb;2022;18.46.03;18
2101;04/02/2022;Jum;04;Feb;2022;19.27.08;19
2102;04/02/2022;Jum;04;Feb;2022;19.30.52;19
2103;04/02/2022;Jum;04;Feb;2022;19.38.28;19
2104;04/02/2022;Jum;04;Feb;2022;20.09.43;20
2105;04/02/2022;Jum;04;Feb;2022;20.22.27;20
2106;04/02/2022;Jum;04;Feb;2022;20.54.54;20
2107;04/02/2022;Jum;04;Feb;2022;21.01.41;21
2108;04/02/2022;Jum;04;Feb;2022;21.05.07;21
2109;04/02/2022;Jum;04;Feb;2022;21.13.14;21
2110;04/02/2022;Jum;04;Feb;2022;21.16.34;21
2111;04/02/2022;Jum;04;Feb;2022;21.28.44;21
2112;04/02/2022;Jum;04;Feb;2022;22.07.51;22
2113;04/02/2022;Jum;04;Feb;2022;22.16.08;22
2114;04/02/2022;Jum;04;Feb;2022;22.26.28;22
2115;05/02/2022;Sab;05;Feb;2022;11.15.19;11
2116;05/02/2022;Sab;05;Feb;2022;12.11.52;12
2117;05/02/2022;Sab;05;Feb;2022;12.20.33;12
2118;05/02/2022;Sab;05;Feb;2022;12.24.57;12
2119;05/02/2022;Sab;05;Feb;2022;12.30.46;12
2120;05/02/2022;Sab;05;Feb;2022;12.47.12;12
2121;05/02/2022;Sab;05;Feb;2022;12.50.51;12
2122;05/02/2022;Sab;05;Feb;2022;12.52.55;12
2123;05/02/2022;Sab;05;Feb;2022;12.54.56;12
2124;05/02/2022;Sab;05;Feb;2022;12.56.27;12
2125;05/02/2022;Sab;05;Feb;2022;13.06.10;13
2126;05/02/2022;Sab;05;Feb;2022;13.31.29;13
2127;05/02/2022;Sab;05;Feb;2022;13.42.16;13
2128;05/02/2022;Sab;05;Feb;2022;13.42.50;13
2129;05/02/2022;Sab;05;Feb;2022;13.48.38;13
2130;05/02/2022;Sab;05;Feb;2022;14.17.14;14
2131;05/02/2022;Sab;05;Feb;2022;14.17.24;14
2132;05/02/2022;Sab;05;Feb;2022;14.18.04;14
2133;05/02/2022;Sab;05;Feb;2022;14.18.52;14
2134;05/02/2022;Sab;05;Feb;2022;14.36.32;14
2135;05/02/2022;Sab;05;Feb;2022;14.38.28;14
2136;05/02/2022;Sab;05;Feb;2022;14.54.49;14
2137;05/02/2022;Sab;05;Feb;2022;15.00.15;15
2138;05/02/2022;Sab;05;Feb;2022;15.08.13;15
2139;05/02/2022;Sab;05;Feb;2022;15.41.58;15
2140;05/02/2022;Sab;05;Feb;2022;16.55.35;16
2141;05/02/2022;Sab;05;Feb;2022;17.00.13;17
2142;05/02/2022;Sab;05;Feb;2022;17.36.09;17
2143;05/02/2022;Sab;05;Feb;2022;17.44.52;17
2144;05/02/2022;Sab;05;Feb;2022;17.48.08;17
2145;05/02/2022;Sab;05;Feb;2022;17.57.12;17
2146;05/02/2022;Sab;05;Feb;2022;18.04.19;18
2147;05/02/2022;Sab;05;Feb;2022;18.11.25;18
2148;05/02/2022;Sab;05;Feb;2022;18.15.37;18
2149;05/02/2022;Sab;05;Feb;2022;18.19.51;18
2150;05/02/2022;Sab;05;Feb;2022;18.22.25;18
2151;05/02/2022;Sab;05;Feb;2022;18.22.28;18
2152;05/02/2022;Sab;05;Feb;2022;18.35.11;18
2153;05/02/2022;Sab;05;Feb;2022;18.38.01;18
2154;05/02/2022;Sab;05;Feb;2022;18.55.27;18
2155;05/02/2022;Sab;05;Feb;2022;18.59.56;18
2156;05/02/2022;Sab;05;Feb;2022;19.29.29;19
2157;05/02/2022;Sab;05;Feb;2022;19.39.29;19
2158;05/02/2022;Sab;05;Feb;2022;19.49.47;19
2159;05/02/2022;Sab;05;Feb;2022;19.55.12;19
2160;05/02/2022;Sab;05;Feb;2022;20.01.50;20
2161;05/02/2022;Sab;05;Feb;2022;20.10.24;20
2162;05/02/2022;Sab;05;Feb;2022;20.15.06;20
2163;05/02/2022;Sab;05;Feb;2022;20.18.08;20
2164;05/02/2022;Sab;05;Feb;2022;20.23.49;20
2165;05/02/2022;Sab;05;Feb;2022;20.29.51;20
2166;05/02/2022;Sab;05;Feb;2022;20.41.36;20
2167;05/02/2022;Sab;05;Feb;2022;20.56.14;20
2168;05/02/2022;Sab;05;Feb;2022;20.59.08;20
2169;05/02/2022;Sab;05;Feb;2022;21.23.02;21
2170;05/02/2022;Sab;05;Feb;2022;21.34.23;21
2171;05/02/2022;Sab;05;Feb;2022;21.48.24;21
2172;05/02/2022;Sab;05;Feb;2022;21.51.44;21
2173;05/02/2022;Sab;05;Feb;2022;21.56.42;21
2174;05/02/2022;Sab;05;Feb;2022;22.00.17;22
2175;06/02/2022;Mgg;06;Feb;2022;11.16.08;11
2176;06/02/2022;Mgg;06;Feb;2022;11.18.53;11
2177;06/02/2022;Mgg;06;Feb;2022;11.25.48;11
2178;06/02/2022;Mgg;06;Feb;2022;11.32.25;11
2179;06/02/2022;Mgg;06;Feb;2022;11.54.09;11
2180;06/02/2022;Mgg;06;Feb;2022;11.59.14;11
2181;06/02/2022;Mgg;06;Feb;2022;12.06.15;12
2182;06/02/2022;Mgg;06;Feb;2022;12.22.30;12
2183;06/02/2022;Mgg;06;Feb;2022;12.25.17;12
2184;06/02/2022;Mgg;06;Feb;2022;12.40.25;12
2185;06/02/2022;Mgg;06;Feb;2022;12.54.25;12
2186;06/02/2022;Mgg;06;Feb;2022;13.03.16;13
2187;06/02/2022;Mgg;06;Feb;2022;13.10.13;13
2188;06/02/2022;Mgg;06;Feb;2022;13.13.33;13
2189;06/02/2022;Mgg;06;Feb;2022;13.14.59;13
2190;06/02/2022;Mgg;06;Feb;2022;13.19.45;13
2191;06/02/2022;Mgg;06;Feb;2022;13.19.59;13
2192;06/02/2022;Mgg;06;Feb;2022;13.20.41;13
2193;06/02/2022;Mgg;06;Feb;2022;13.21.21;13
2194;06/02/2022;Mgg;06;Feb;2022;13.22.11;13
2195;06/02/2022;Mgg;06;Feb;2022;13.39.29;13
2196;06/02/2022;Mgg;06;Feb;2022;13.45.32;13
2197;06/02/2022;Mgg;06;Feb;2022;14.01.18;14
2198;06/02/2022;Mgg;06;Feb;2022;14.13.09;14
2199;06/02/2022;Mgg;06;Feb;2022;14.36.06;14
2200;06/02/2022;Mgg;06;Feb;2022;15.21.45;15
2201;06/02/2022;Mgg;06;Feb;2022;15.24.02;15
2202;06/02/2022;Mgg;06;Feb;2022;15.31.14;15
2203;06/02/2022;Mgg;06;Feb;2022;16.11.41;16
2204;06/02/2022;Mgg;06;Feb;2022;16.28.46;16
2205;06/02/2022;Mgg;06;Feb;2022;16.39.28;16
